Data,8,record,timestamp,"952660701",s,distance,"0.0",m,altitude,"747.4000000000001",m,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660702",s,distance,"0.0",m,altitude,"747.4000000000001",m,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660703",s,distance,"0.0",m,altitude,"747.5999999999999",m,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660704",s,distance,"0.0",m,altitude,"747.8",m,temperature,"29",C,enhanced_altitude,"747.8",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660705",s,distance,"0.0",m,altitude,"747.8",m,temperature,"29",C,enhanced_altitude,"747.8",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660706",s,distance,"0.0",m,altitude,"748.0",m,temperature,"29",C,enhanced_altitude,"748.0",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660707",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660708",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660709",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660710",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660711",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660712",s,distance,"0.0",m,altitude,"748.2",m,temperature,"29",C,enhanced_altitude,"748.2",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660713",s,distance,"0.0",m,altitude,"748.0",m,temperature,"29",C,enhanced_altitude,"748.0",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660714",s,distance,"0.0",m,altitude,"748.0",m,temperature,"29",C,enhanced_altitude,"748.0",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660715",s,distance,"0.0",m,altitude,"747.8",m,temperature,"29",C,enhanced_altitude,"747.8",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660716",s,distance,"0.0",m,altitude,"747.5999999999999",m,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660717",s,distance,"0.0",m,altitude,"747.5999999999999",m,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660718",s,distance,"0.0",m,altitude,"747.4000000000001",m,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,record,timestamp,"952660719",s,distance,"0.0",m,altitude,"747.4000000000001",m,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,device_info,timestamp,"952660720",s,manufacturer,"1",,garmin_product,"1620",,software_version,"3.0",,device_index,"2",,device_type,"0",,source_type,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"952660720",,unknown,"2",,unknown,"2",,unknown,"1",,unknown,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,temperature,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660720",s,position_lat,"-394288959",semicircles,position_long,"1808854465",semicircles,distance,"0.0",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660721",s,position_lat,"-394288959",semicircles,position_long,"1808854465",semicircles,distance,"0.0",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660723",s,position_lat,"-394289056",semicircles,position_long,"1808854483",semicircles,distance,"0.88",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660724",s,position_lat,"-394289049",semicircles,position_long,"1808854529",semicircles,distance,"1.13",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660725",s,position_lat,"-394288993",semicircles,position_long,"1808854548",semicircles,distance,"1.67",m,altitude,"747.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660726",s,position_lat,"-394288958",semicircles,position_long,"1808854508",semicircles,distance,"2.12",m,altitude,"747.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660727",s,position_lat,"-394288905",semicircles,position_long,"1808854482",semicircles,distance,"2.63",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660728",s,position_lat,"-394288796",semicircles,position_long,"1808854438",semicircles,distance,"2.63",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660729",s,position_lat,"-394288821",semicircles,position_long,"1808854414",semicircles,distance,"2.92",m,altitude,"748.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660730",s,position_lat,"-394288801",semicircles,position_long,"1808854439",semicircles,distance,"2.92",m,altitude,"748.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660731",s,position_lat,"-394288746",semicircles,position_long,"1808854493",semicircles,distance,"3.09",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660732",s,position_lat,"-394288693",semicircles,position_long,"1808854503",semicircles,distance,"3.59",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660733",s,position_lat,"-394288639",semicircles,position_long,"1808854495",semicircles,distance,"4.0",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660734",s,position_lat,"-394288625",semicircles,position_long,"1808854446",semicircles,distance,"4.37",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660735",s,position_lat,"-394288598",semicircles,position_long,"1808854297",semicircles,distance,"5.52",m,altitude,"748.4000000000001",m,speed,"0.532",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.532",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660736",s,position_lat,"-394288583",semicircles,position_long,"1808854175",semicircles,distance,"6.47",m,altitude,"748.4000000000001",m,speed,"0.625",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.625",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660737",s,position_lat,"-394288597",semicircles,position_long,"1808854037",semicircles,distance,"7.55",m,altitude,"748.2",m,speed,"0.644",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.644",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660738",s,position_lat,"-394288667",semicircles,position_long,"1808853909",semicircles,distance,"8.73",m,altitude,"748.2",m,speed,"0.644",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.644",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660739",s,position_lat,"-394288770",semicircles,position_long,"1808853866",semicircles,distance,"9.73",m,altitude,"748.0",m,speed,"0.644",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.644",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660740",s,position_lat,"-394288820",semicircles,position_long,"1808853833",semicircles,distance,"10.25",m,altitude,"747.8",m,speed,"0.597",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.597",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660741",s,position_lat,"-394289052",semicircles,position_long,"1808853777",semicircles,distance,"12.36",m,altitude,"747.5999999999999",m,speed,"0.541",m/s,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,enhanced_speed,"0.541",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660742",s,position_lat,"-394289151",semicircles,position_long,"1808853774",semicircles,distance,"13.18",m,altitude,"747.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660743",s,position_lat,"-394289211",semicircles,position_long,"1808853759",semicircles,distance,"13.73",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660744",s,position_lat,"-394289301",semicircles,position_long,"1808853754",semicircles,distance,"14.54",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660745",s,position_lat,"-394289351",semicircles,position_long,"1808853741",semicircles,distance,"15.02",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660746",s,position_lat,"-394289368",semicircles,position_long,"1808853717",semicircles,distance,"15.26",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660747",s,position_lat,"-394289364",semicircles,position_long,"1808853699",semicircles,distance,"15.41",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660748",s,position_lat,"-394289355",semicircles,position_long,"1808853697",semicircles,distance,"15.48",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660749",s,position_lat,"-394289354",semicircles,position_long,"1808853684",semicircles,distance,"15.58",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660750",s,position_lat,"-394289356",semicircles,position_long,"1808853651",semicircles,distance,"15.82",m,altitude,"747.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660751",s,position_lat,"-394289390",semicircles,position_long,"1808853608",semicircles,distance,"15.98",m,altitude,"747.2",m,speed,"0.448",m/s,temperature,"29",C,enhanced_altitude,"747.2",m,enhanced_speed,"0.448",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660752",s,position_lat,"-394289409",semicircles,position_long,"1808853570",semicircles,distance,"16.22",m,altitude,"747.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660753",s,position_lat,"-394289426",semicircles,position_long,"1808853558",semicircles,distance,"16.32",m,altitude,"747.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660754",s,position_lat,"-394289434",semicircles,position_long,"1808853543",semicircles,distance,"16.46",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660755",s,position_lat,"-394289424",semicircles,position_long,"1808853522",semicircles,distance,"16.58",m,altitude,"747.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660756",s,position_lat,"-394289403",semicircles,position_long,"1808853521",semicircles,distance,"16.58",m,altitude,"747.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660757",s,position_lat,"-394289350",semicircles,position_long,"1808853521",semicircles,distance,"16.85",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660758",s,position_lat,"-394289318",semicircles,position_long,"1808853541",semicircles,distance,"17.08",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660759",s,position_lat,"-394289310",semicircles,position_long,"1808853533",semicircles,distance,"17.18",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660760",s,position_lat,"-394289373",semicircles,position_long,"1808853523",semicircles,distance,"17.49",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660761",s,position_lat,"-394289380",semicircles,position_long,"1808853534",semicircles,distance,"17.49",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660762",s,position_lat,"-394289375",semicircles,position_long,"1808853530",semicircles,distance,"17.49",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660763",s,position_lat,"-394289331",semicircles,position_long,"1808853517",semicircles,distance,"17.49",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660764",s,position_lat,"-394289305",semicircles,position_long,"1808853471",semicircles,distance,"17.69",m,altitude,"748.0",m,speed,"0.476",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.476",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660765",s,position_lat,"-394289367",semicircles,position_long,"1808853462",semicircles,distance,"18.22",m,altitude,"748.0",m,speed,"0.569",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.569",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660766",s,position_lat,"-394289352",semicircles,position_long,"1808853441",semicircles,distance,"18.22",m,altitude,"748.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660767",s,position_lat,"-394289323",semicircles,position_long,"1808853447",semicircles,distance,"18.22",m,altitude,"748.2",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660768",s,position_lat,"-394289261",semicircles,position_long,"1808853455",semicircles,distance,"18.78",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660769",s,position_lat,"-394289070",semicircles,position_long,"1808852986",semicircles,distance,"20.87",m,altitude,"748.4000000000001",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660770",s,position_lat,"-394289068",semicircles,position_long,"1808852850",semicircles,distance,"21.92",m,altitude,"748.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660771",s,position_lat,"-394288979",semicircles,position_long,"1808852842",semicircles,distance,"22.74",m,altitude,"748.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660772",s,position_lat,"-394288985",semicircles,position_long,"1808852816",semicircles,distance,"22.95",m,altitude,"748.5999999999999",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.5999999999999",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660773",s,position_lat,"-394289057",semicircles,position_long,"1808852813",semicircles,distance,"23.54",m,altitude,"748.5999999999999",m,speed,"0.467",m/s,temperature,"29",C,enhanced_altitude,"748.5999999999999",m,enhanced_speed,"0.467",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660774",s,position_lat,"-394289177",semicircles,position_long,"1808852851",semicircles,distance,"24.6",m,altitude,"748.4000000000001",m,speed,"0.597",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.597",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660775",s,position_lat,"-394289305",semicircles,position_long,"1808852861",semicircles,distance,"25.77",m,altitude,"748.4000000000001",m,speed,"0.746",m/s,temperature,"29",C,enhanced_altitude,"748.4000000000001",m,enhanced_speed,"0.746",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660776",s,position_lat,"-394289368",semicircles,position_long,"1808852842",semicircles,distance,"26.36",m,altitude,"748.2",m,speed,"0.541",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.541",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660777",s,position_lat,"-394289424",semicircles,position_long,"1808852822",semicircles,distance,"26.89",m,altitude,"748.2",m,speed,"0.476",m/s,temperature,"29",C,enhanced_altitude,"748.2",m,enhanced_speed,"0.476",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660778",s,position_lat,"-394289386",semicircles,position_long,"1808852844",semicircles,distance,"27.08",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660779",s,position_lat,"-394289373",semicircles,position_long,"1808852865",semicircles,distance,"27.12",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660780",s,position_lat,"-394289406",semicircles,position_long,"1808852870",semicircles,distance,"27.13",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660781",s,position_lat,"-394289406",semicircles,position_long,"1808852885",semicircles,distance,"27.13",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660782",s,position_lat,"-394289423",semicircles,position_long,"1808852916",semicircles,distance,"27.13",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660783",s,position_lat,"-394289434",semicircles,position_long,"1808852930",semicircles,distance,"27.13",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660784",s,position_lat,"-394289507",semicircles,position_long,"1808852913",semicircles,distance,"27.7",m,altitude,"747.8",m,speed,"0.541",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.541",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660785",s,position_lat,"-394289492",semicircles,position_long,"1808852985",semicircles,distance,"27.7",m,altitude,"747.8",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"747.8",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660786",s,position_lat,"-394289490",semicircles,position_long,"1808853005",semicircles,distance,"27.7",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660787",s,position_lat,"-394289496",semicircles,position_long,"1808853009",semicircles,distance,"27.7",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660788",s,position_lat,"-394289493",semicircles,position_long,"1808853120",semicircles,distance,"28.57",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660789",s,position_lat,"-394289472",semicircles,position_long,"1808853203",semicircles,distance,"29.24",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"952660790",s,position_lat,"-394289469",semicircles,position_long,"1808853248",semicircles,distance,"29.56",m,altitude,"748.0",m,speed,"0.0",m/s,temperature,"29",C,enhanced_altitude,"748.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
