Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,Field 79,Value 79,Units 79,Field 80,Value 80,Units 80,Field 81,Value 81,Units 81,Field 82,Value 82,Units 82,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3917908387",,time_created,"1017241593",,manufacturer,"1",,garmin_product,"2050",,type,"4",,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244789",s,position_lat,"598329235",semicircles,position_long,"-59938754",semicircles,distance,"23816.35",m,altitude,"272.6",m,speed,"8.379",m/s,temperature,"18",C,enhanced_altitude,"272.6",m,enhanced_speed,"8.379",m/s,CurrentAltitude,"6.2151794",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244790",s,position_lat,"598328326",semicircles,position_long,"-59938559",semicircles,distance,"23824.9",m,altitude,"273.0",m,speed,"8.388",m/s,temperature,"18",C,enhanced_altitude,"273.0",m,enhanced_speed,"8.388",m/s,CurrentAltitude,"6.635071",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244791",s,position_lat,"598327456",semicircles,position_long,"-59938308",semicircles,distance,"23833.15",m,altitude,"273.6",m,speed,"8.379",m/s,temperature,"18",C,enhanced_altitude,"273.6",m,enhanced_speed,"8.379",m/s,CurrentAltitude,"7.232239",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244792",s,position_lat,"598326582",semicircles,position_long,"-59938191",semicircles,distance,"23841.32",m,altitude,"274.0",m,speed,"8.351",m/s,temperature,"18",C,enhanced_altitude,"274.0",m,enhanced_speed,"8.351",m/s,CurrentAltitude,"7.530792",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244793",s,position_lat,"598325700",semicircles,position_long,"-59938397",semicircles,distance,"23849.62",m,altitude,"274.0",m,speed,"8.659",m/s,temperature,"18",C,enhanced_altitude,"274.0",m,enhanced_speed,"8.659",m/s,CurrentAltitude,"7.605438",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244794",s,position_lat,"598324810",semicircles,position_long,"-59938976",semicircles,distance,"23858.61",m,altitude,"273.79999999999995",m,speed,"8.948",m/s,temperature,"18",C,enhanced_altitude,"273.79999999999995",m,enhanced_speed,"8.948",m/s,CurrentAltitude,"7.3348694",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244795",s,position_lat,"598324047",semicircles,position_long,"-59939878",semicircles,distance,"23867.53",m,altitude,"273.20000000000005",m,speed,"8.78",m/s,temperature,"18",C,enhanced_altitude,"273.20000000000005",m,enhanced_speed,"8.78",m/s,CurrentAltitude,"6.8123474",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244796",s,position_lat,"598323478",semicircles,position_long,"-59941053",semicircles,distance,"23876.32",m,altitude,"272.79999999999995",m,speed,"8.304",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"8.304",m/s,CurrentAltitude,"6.4764404",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244797",s,position_lat,"598323131",semicircles,position_long,"-59942310",semicircles,distance,"23884.5",m,altitude,"272.20000000000005",m,speed,"7.782",m/s,temperature,"18",C,enhanced_altitude,"272.20000000000005",m,enhanced_speed,"7.782",m/s,CurrentAltitude,"5.823303",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244798",s,position_lat,"598322956",semicircles,position_long,"-59943518",semicircles,distance,"23891.92",m,altitude,"271.6",m,speed,"6.998",m/s,temperature,"18",C,enhanced_altitude,"271.6",m,enhanced_speed,"6.998",m/s,CurrentAltitude,"5.216797",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244799",s,position_lat,"598322902",semicircles,position_long,"-59944668",semicircles,distance,"23898.82",m,altitude,"271.20000000000005",m,speed,"6.42",m/s,temperature,"18",C,enhanced_altitude,"271.20000000000005",m,enhanced_speed,"6.42",m/s,CurrentAltitude,"4.7782593",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244800",s,position_lat,"598322982",semicircles,position_long,"-59945762",semicircles,distance,"23905.41",m,altitude,"271.0",m,speed,"6.018",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"6.018",m/s,CurrentAltitude,"4.50766",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244801",s,position_lat,"598323190",semicircles,position_long,"-59946829",semicircles,distance,"23912.09",m,altitude,"270.79999999999995",m,speed,"6.41",m/s,temperature,"18",C,enhanced_altitude,"270.79999999999995",m,enhanced_speed,"6.41",m/s,CurrentAltitude,"4.2930603",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244802",s,position_lat,"598323608",semicircles,position_long,"-59947807",semicircles,distance,"23919.13",m,altitude,"270.6",m,speed,"5.934",m/s,temperature,"18",C,enhanced_altitude,"270.6",m,enhanced_speed,"5.934",m/s,CurrentAltitude,"4.1250916",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244803",s,position_lat,"598324049",semicircles,position_long,"-59948573",semicircles,distance,"23925.29",m,altitude,"270.4",m,speed,"5.58",m/s,temperature,"18",C,enhanced_altitude,"270.4",m,enhanced_speed,"5.58",m/s,CurrentAltitude,"4.0411377",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244804",s,position_lat,"598324535",semicircles,position_long,"-59949183",semicircles,distance,"23931.1",m,altitude,"270.4",m,speed,"5.365",m/s,temperature,"18",C,enhanced_altitude,"270.4",m,enhanced_speed,"5.365",m/s,CurrentAltitude,"4.0691223",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244805",s,position_lat,"598325129",semicircles,position_long,"-59949648",semicircles,distance,"23937.31",m,altitude,"270.6",m,speed,"6.13",m/s,temperature,"18",C,enhanced_altitude,"270.6",m,enhanced_speed,"6.13",m/s,CurrentAltitude,"4.0877686",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244806",s,position_lat,"598325826",semicircles,position_long,"-59950006",semicircles,distance,"23944.14",m,altitude,"270.6",m,speed,"6.522",m/s,temperature,"18",C,enhanced_altitude,"270.6",m,enhanced_speed,"6.522",m/s,CurrentAltitude,"4.1157837",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244807",s,position_lat,"598326571",semicircles,position_long,"-59950356",semicircles,distance,"23951.4",m,altitude,"270.6",m,speed,"7.166",m/s,temperature,"18",C,enhanced_altitude,"270.6",m,enhanced_speed,"7.166",m/s,CurrentAltitude,"4.171753",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244808",s,position_lat,"598327407",semicircles,position_long,"-59950677",semicircles,distance,"23959.43",m,altitude,"270.79999999999995",m,speed,"7.409",m/s,temperature,"18",C,enhanced_altitude,"270.79999999999995",m,enhanced_speed,"7.409",m/s,CurrentAltitude,"4.321045",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244809",s,position_lat,"598328259",semicircles,position_long,"-59950905",semicircles,distance,"23967.49",m,altitude,"270.79999999999995",m,speed,"7.586",m/s,temperature,"18",C,enhanced_altitude,"270.79999999999995",m,enhanced_speed,"7.586",m/s,CurrentAltitude,"4.4609985",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244810",s,position_lat,"598329181",semicircles,position_long,"-59951197",semicircles,distance,"23976.25",m,altitude,"271.0",m,speed,"8.444",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"8.444",m/s,CurrentAltitude,"4.5356445",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244811",s,position_lat,"598330122",semicircles,position_long,"-59951547",semicircles,distance,"23985.27",m,altitude,"271.0",m,speed,"8.64",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"8.64",m/s,CurrentAltitude,"4.4983215",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244812",s,position_lat,"598331119",semicircles,position_long,"-59951860",semicircles,distance,"23994.75",m,altitude,"271.0",m,speed,"8.659",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"8.659",m/s,CurrentAltitude,"4.544983",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244813",s,position_lat,"598332090",semicircles,position_long,"-59952072",semicircles,distance,"24003.89",m,altitude,"271.0",m,speed,"8.65",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"8.65",m/s,CurrentAltitude,"4.619629",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244814",s,position_lat,"598333046",semicircles,position_long,"-59952194",semicircles,distance,"24012.83",m,altitude,"271.20000000000005",m,speed,"8.239",m/s,temperature,"18",C,enhanced_altitude,"271.20000000000005",m,enhanced_speed,"8.239",m/s,CurrentAltitude,"4.694275",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244815",s,position_lat,"598334001",semicircles,position_long,"-59952379",semicircles,distance,"24021.79",m,altitude,"271.20000000000005",m,speed,"8.929",m/s,temperature,"18",C,enhanced_altitude,"271.20000000000005",m,enhanced_speed,"8.929",m/s,CurrentAltitude,"4.768921",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244816",s,position_lat,"598335004",semicircles,position_long,"-59952596",semicircles,distance,"24031.23",m,altitude,"271.20000000000005",m,speed,"8.929",m/s,temperature,"18",C,enhanced_altitude,"271.20000000000005",m,enhanced_speed,"8.929",m/s,CurrentAltitude,"4.8715515",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244817",s,position_lat,"598335989",semicircles,position_long,"-59952847",semicircles,distance,"24040.54",m,altitude,"271.4",m,speed,"9.107",m/s,temperature,"18",C,enhanced_altitude,"271.4",m,enhanced_speed,"9.107",m/s,CurrentAltitude,"4.9648743",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244818",s,position_lat,"598336988",semicircles,position_long,"-59953083",semicircles,distance,"24049.96",m,altitude,"271.6",m,speed,"9.219",m/s,temperature,"18",C,enhanced_altitude,"271.6",m,enhanced_speed,"9.219",m/s,CurrentAltitude,"5.123474",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244819",s,position_lat,"598337936",semicircles,position_long,"-59953344",semicircles,distance,"24058.93",m,altitude,"271.79999999999995",m,speed,"9.051",m/s,temperature,"18",C,enhanced_altitude,"271.79999999999995",m,enhanced_speed,"9.051",m/s,CurrentAltitude,"5.310089",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244820",s,position_lat,"598338906",semicircles,position_long,"-59953501",semicircles,distance,"24068.03",m,altitude,"272.0",m,speed,"9.023",m/s,temperature,"18",C,enhanced_altitude,"272.0",m,enhanced_speed,"9.023",m/s,CurrentAltitude,"5.515381",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244821",s,position_lat,"598339885",semicircles,position_long,"-59953614",semicircles,distance,"24077.18",m,altitude,"272.20000000000005",m,speed,"9.331",m/s,temperature,"18",C,enhanced_altitude,"272.20000000000005",m,enhanced_speed,"9.331",m/s,CurrentAltitude,"5.7673035",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244822",s,position_lat,"598340888",semicircles,position_long,"-59953669",semicircles,distance,"24086.53",m,altitude,"272.4",m,speed,"9.452",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.452",m/s,CurrentAltitude,"5.897949",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244823",s,position_lat,"598341899",semicircles,position_long,"-59953694",semicircles,distance,"24095.95",m,altitude,"272.4",m,speed,"9.564",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.564",m/s,CurrentAltitude,"6.0285645",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244824",s,position_lat,"598342948",semicircles,position_long,"-59953672",semicircles,distance,"24105.74",m,altitude,"272.6",m,speed,"9.545",m/s,temperature,"18",C,enhanced_altitude,"272.6",m,enhanced_speed,"9.545",m/s,CurrentAltitude,"6.093872",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
